test_id,is_duplicate
0,0.026678455949
1,0.0733568479028
2,0.410521989513
3,0.000457260411173
4,0.598097613671
5,0.00463533286481
6,0.861462860254
7,0.979318734558
8,0.381274988102
9,0.00325336191995
10,0.328446651223
11,0.015171885268
12,0.00691429287405
13,0.111205603368
14,0.242413281995
15,0.145689240194
16,0.00237949468559
17,0.9297142445
18,0.157783242678
19,0.0415010903288
20,0.0100246231003
21,0.0792867151674
22,0.0218549205454
23,0.0889388609172
24,0.0224814064696
25,0.742676436717
26,0.00185969083834
27,0.155291963631
28,0.0133538125913
29,0.0495816756756
30,0.366929528631
31,0.0465308889424
32,0.00154453080983
33,0.0306207475321
34,0.0371206696378
35,0.276839528214
36,0.00495803015034
37,0.281732149638
38,0.786705499266
39,0.304602562779
40,0.1868053332
41,0.733505088762
42,0.609529492808
43,0.205492914207
44,0.102038148016
45,0.903475920552
46,0.648236706759
47,0.315390694197
48,0.458958059773
49,0.000803309740129
50,0.188105541014
51,0.361346455826
52,0.00587929384306
53,0.704100308035
54,0.000536421363606
55,0.163618993503
56,0.143459893853
57,0.0307287586358
58,0.000887023419763
59,0.158038303905
60,0.130237049345
61,0.329046726455
62,0.0180479905048
63,0.0307856240856
64,0.748086093365
65,0.00382341391587
66,0.215246189808
67,0.0126392879075
68,0.292278395365
69,0.0104873612494
70,0.313385781422
71,0.00767893034013
72,0.821995930357
73,0.682161346141
74,0.00121346027157
75,0.00228597695949
76,0.0175285475635
77,0.0146585018264
78,0.0354610391581
79,0.209013181649
80,0.0213449599939
81,0.0204157890713
82,0.000437470303
83,0.00659895522538
84,0.482303463591
85,0.578601420654
86,0.525164432463
87,0.00420541012592
88,0.00791179510677
89,0.0013525148728
90,0.00567128389376
91,0.724545353686
92,0.00155795598584
93,0.701304785977
94,0.00154822705768
95,0.03203638471
96,0.00119767785623
97,0.217165895971
98,0.000522967774568
99,0.0130266338421
100,0.00135992888698
101,0.336342941414
102,0.140059417633
103,0.907809223436
104,0.000394316422401
105,0.0650879724371
106,0.00120655348954
107,0.000506723857091
108,0.0501460562978
109,0.0708223835799
110,0.000952440036732
111,0.0209198528219
112,0.499029450632
113,0.1032280769
114,0.000703273073671
115,0.00653267830833
116,0.158630647002
117,0.00251046954876
118,0.000563892424967
119,0.365316080573
120,0.00401401208976
121,0.0170836603541
122,0.298557339835
123,0.156207442496
124,0.0343825309642
125,0.0297337730836
126,0.493208357678
127,0.213016968704
128,0.00114148569489
129,0.0073873202131
130,0.0672154797291
131,0.0128578473699
132,0.982107193655
133,0.000618176878824
134,0.0104147274546
135,0.00139399649109
136,0.0827231082444
137,0.00163884284403
138,0.00112006712843
139,0.0138910201956
140,0.00668408208093
141,0.994631743577
142,0.00573432585687
143,0.253525822645
144,0.0303156944337
145,0.00137970489617
146,0.12899720164
147,0.0616819336864
148,0.127204702587
149,0.702714100862
150,0.00274588161509
151,0.00754323332107
152,0.0099107372461
153,0.498367680865
154,0.0603225912034
155,0.195002979828
156,0.235814956099
157,0.014222481465
158,0.498529051128
159,0.0842854742269
160,0.203368302442
161,0.000758929374129
162,0.489856683565
163,0.914626368523
164,0.0277040843071
165,0.000347932261595
166,0.89048651742
167,0.470348364845
168,0.0024055167116
169,0.00570821512406
170,0.146348764548
171,0.458129978744
172,0.0190666656343
173,0.752528664214
174,0.00990549215395
175,0.0222216582931
176,0.488460682014
177,0.00412872677402
178,0.667425501768
179,0.000221303743967
180,0.555506174437
181,0.0854348859367
182,0.00120866282932
183,0.00162962786382
184,0.148326896824
185,0.000707975743179
186,0.0364307029044
187,0.332980168933
188,0.068660219431
189,0.0611098479634
190,0.0118148008848
191,0.0348037096239
192,0.525247736409
193,0.0236024201646
194,0.0375183076826
195,0.223311392254
196,0.00106977755804
197,0.483414114954
198,0.0648611694155
199,0.0316661346379
200,0.0161901944973
201,0.0162000564927
202,0.139251616937
203,0.35207061735
204,0.0852508884455
205,0.050032712272
206,0.000265475392348
207,0.270538424485
208,0.00138318162602
209,0.143223757147
210,0.086294350727
211,0.0196259815872
212,0.00310872000604
213,0.110337272431
214,0.0857961663837
215,0.00639149403605
216,0.619452302745
217,0.140369669881
218,0.00301114743698
219,0.00136963202348
220,0.00123308589084
221,0.261952119379
222,0.265366982104
223,0.0475049550216
224,0.0080777831011
225,0.0976451509637
226,0.0771875016216
227,0.00902734836564
228,0.0115051676233
229,0.000752305854751
230,0.0608778066631
231,0.000768383721963
232,0.335725885699
233,0.0034870042313
234,0.000302873110645
235,0.921884450142
236,0.23128115958
237,0.325887737943
238,0.407994656855
239,0.000378744099644
240,0.000556078916921
241,0.0264219667353
242,0.234015653698
243,0.0611428730773
244,0.0065699654002
245,0.352413269038
246,0.000528890623603
247,0.0399245428868
248,0.013558631264
249,0.9395854137
250,0.00771126196411
251,0.426348743513
252,0.680375913288
253,0.18333898419
254,0.435688451724
255,0.883078529061
256,0.000805960458838
257,0.00229945676763
258,0.0486294541533
259,0.103703652758
260,0.0214553121479
261,0.0473332132241
262,0.000682308205394
263,0.00131421780701
264,0.18369385611
265,0.10529924803
266,0.00692921536293
267,0.143800231373
268,0.0647575512952
269,0.0248231094116
270,0.0698304932786
271,0.352658663206
272,0.000138660991817
273,0.00792174588602
274,0.161953624089
275,0.34037754174
276,0.0929088929042
277,0.000895887358077
278,0.00597116663433
279,0.126386125842
280,0.748198623702
281,0.00403591802186
282,0.00387589169927
283,0.274260690298
284,0.0880100671202
285,0.0487844400823
286,0.000988422552616
287,0.291870584867
288,0.0338151200922
289,0.000834380015738
290,0.0100445427963
291,0.0260984245346
292,0.730891413462
293,0.0573516980403
294,0.0809105662709
295,0.134270744398
296,0.000311466523746
297,0.0290567465616
298,0.000483081232949
299,0.020235708628
300,0.00704197157025
301,0.0143999892627
302,0.0321344494204
303,0.183656045754
304,0.273029791124
305,0.563440970591
306,0.502736945673
307,0.0480582210954
308,0.0848503812287
309,0.0330514908481
310,0.390881993762
311,0.0733193785607
312,0.0166230892479
313,0.171338364288
314,0.00104215288255
315,0.000816095314084
316,0.00161027361456
317,0.000293829478603
318,0.0419339525325
319,0.012812898014
320,0.000587508668137
321,0.393238995604
322,0.0010424956553
323,0.306801184057
324,0.00512140662783
325,0.0939759183315
326,0.0592218253783
327,0.000206503310727
328,0.000970447149265
329,0.415655969938
330,0.0635215645493
331,0.0295268948707
332,0.00972658054123
333,0.00172103172943
334,0.00527433347593
335,0.0162304736667
336,0.0618793190194
337,0.00226530615447
338,0.0108260621819
339,0.0137787378035
340,0.000675255086691
341,0.1802781862
342,0.0083020776324
343,9.15000600175e-05
344,0.00792455504413
345,0.0285589679365
346,0.385058668123
347,0.181108695037
348,0.00700776466548
349,0.958359193007
350,0.00580287079747
351,0.00519193153588
352,0.374189963166
353,0.000770266048834
354,0.0645464134358
355,0.000991687362383
356,0.0111377404272
357,0.235385247968
358,0.0120820123314
359,0.00126841922467
360,0.0203621202402
361,0.00245847754176
362,0.525353673679
363,0.0715692872548
364,0.655404073254
365,0.00305676037911
366,0.029902529349
367,0.965939347715
368,0.000935593616492
369,0.00712888505594
370,0.00846381546608
371,0.00288279432086
372,0.0830716695448
373,0.0570937481211
374,0.568483132662
375,0.00840486630967
376,0.080962995303
377,0.0281061100966
378,0.184349284435
379,0.00213551900713
380,0.0741911780426
381,0.000556807717553
382,0.000468875581198
383,0.000306613710699
384,0.00807076536383
385,0.00084083372178
386,0.00238773591753
387,0.000849634902993
388,0.116269065824
389,0.0429604126393
390,0.0231124851485
391,0.00521009257552
392,0.000565310596142
393,0.026156926759
394,0.390697511631
395,0.00383090646182
396,0.00993936359219
397,0.136909984914
398,0.484701375224
399,0.0272242529354
400,0.0239182720607
401,0.156390360596
402,0.037010332083
403,0.0052480441941
404,0.000970371766962
405,0.29484978601
406,0.409688066289
407,0.0780256232488
408,0.0017676565154
409,0.0216844285902
410,0.249101843085
411,0.00130756987688
412,0.0256660273909
413,0.177301658414
414,0.000204063003094
415,0.429450732567
416,0.56058588043
417,0.00746313051848
418,0.135251192518
419,0.186149604728
420,0.0384259503423
421,0.0277964613688
422,0.00190820948389
423,0.61291549143
424,0.0966241601277
425,0.53468002856
426,0.0150423393744
427,0.712975859237
428,0.0258240207186
429,0.00464317530845
430,0.00362344765219
431,0.0024783970271
432,0.00211999689412
433,0.00181706185348
434,0.663035547685
435,0.0316761544679
436,0.00112870726337
437,0.230876649082
438,0.000521484226622
439,0.00274462620021
440,0.282647698681
441,0.602993224917
442,0.370006539838
443,0.00148479755276
444,0.00127081259772
445,0.27180044118
446,0.00112987592457
447,0.490663675438
448,0.0497211345843
449,0.106206259739
450,0.000225333246918
451,0.189558999499
452,0.389811814756
453,0.00202577536189
454,0.47612645285
455,0.00223068104929
456,0.454203377245
457,0.151597133213
458,0.00180120452478
459,0.00137759084102
460,0.572430724705
461,0.148235835637
462,0.190007995274
463,0.395387329649
464,0.223000436754
465,0.670463179369
466,0.752442204037
467,0.826557251663
468,0.00216102634066
469,0.00647691101307
470,0.00316909043003
471,0.622205695641
472,0.248208652408
473,0.00675985456805
474,0.100866942209
475,0.0682751470211
476,0.244905161023
477,0.176186018695
478,0.00194916445007
479,0.00201743505015
480,0.125700326477
481,0.204053879053
482,0.0728961566253
483,0.000598307498548
484,0.0312353212931
485,0.100008977473
486,0.0887187055695
487,0.662097780377
488,0.122708471155
489,0.674959416986
490,0.778619497532
491,0.0224118957274
492,0.0388146279681
493,0.00977901364751
494,0.0506963268943
495,0.00371028965914
496,0.00101292038334
497,0.0665339078539
498,0.231037675468
499,0.00121598871581
500,0.0711951276885
501,0.00587847050557
502,0.0166791070574
503,0.000913184172459
504,0.524261800129
505,0.0160961367619
506,0.0160027010255
507,0.014798286295
508,0.00115215263713
509,0.0228122896868
510,0.55968767298
511,0.00133556957151
512,0.0440272917897
513,0.0940428947882
514,0.316702195192
515,0.14532375265
516,0.577067521314
517,0.000627214377976
518,0.0283707501395
519,0.425645879324
520,0.00212428664693
521,0.00471814265158
522,0.0579803076235
523,0.000846630332815
524,0.0423618439686
525,0.674256028682
526,0.171569582153
527,0.00269154796684
528,0.0156607212299
529,0.00769800390195
530,0.895711191289
531,0.0173927290489
532,0.00204965233038
533,0.234669253768
534,0.0024195758969
535,0.0236336301033
536,0.423995331323
537,0.000988495197392
538,0.147093922468
539,0.0455282854115
540,0.0168379916993
541,0.71621002728
542,0.00138572957681
543,0.0115479249382
544,0.0428860577006
545,0.00712556891941
546,0.0805016693277
547,0.465819120043
548,0.000504952978634
549,0.102961999793
550,0.084840878615
551,0.00133780936909
552,0.14792068036
553,0.000881337143892
554,0.125871089766
555,0.791644472965
556,0.032275505164
557,0.00114324000104
558,0.188531895637
559,0.00431594292779
560,0.260493025861
561,0.302882689957
562,0.00102214047989
563,0.0326873149845
564,0.00462261094074
565,0.00848408002739
566,0.000619357293319
567,0.229958426067
568,0.368080480122
569,0.000719351583792
570,0.0222840510822
571,0.0887207935814
572,0.00425091834287
573,0.3055013557
574,0.0667358085861
575,0.117400653968
576,0.0924567119191
577,0.139966759264
578,0.562595417538
579,0.489517437359
580,0.00183514334955
581,0.885247759597
582,0.478486793719
583,0.0512884014314
584,0.000425474604251
585,0.0334288510934
586,0.00129548558777
587,0.795744703902
588,0.0179558237235
589,0.000775178237334
590,0.00852564103531
591,0.0173106140184
592,0.0763925819735
593,0.0387249234815
594,0.438556299463
595,0.0216922789001
596,0.00964205676551
597,0.348007259555
598,0.00306034567326
599,0.000481922536697
600,0.0579203662854
601,0.0219709930646
602,0.0107501705296
603,0.0175873135802
604,0.000690578188285
605,0.418277980814
606,0.157436072409
607,0.746613846316
608,0.0696834779439
609,0.0184167938498
610,0.0957060058217
611,0.000519799501297
612,0.745614304294
613,0.0014091859681
614,0.249638887281
615,0.00396309923246
616,0.0841104311366
617,0.011546946054
618,0.256277028859
619,0.0376967062777
620,0.140643949402
621,0.323467888563
622,0.229070151032
623,0.0361898523495
624,0.00451739720739
625,0.0727489349447
626,0.211949741697
627,0.109230728978
628,0.255488152259
629,0.0871809362553
630,0.0170144374577
631,0.0337808470355
632,0.296915785479
633,0.0115072991865
634,0.0167707558783
635,0.0584571912358
636,0.100899385282
637,0.0134706235853
638,0.980473885305
639,0.437348241481
640,0.017986012645
641,0.016381376661
642,0.551172079072
643,0.0739051036664
644,0.0843654389671
645,0.705174333266
646,0.000424233315602
647,0.748689983677
648,0.215215683293
649,0.0141279252436
650,0.0244211919505
651,0.0134384356173
652,0.322198234922
653,0.0806447181924
654,0.00972695601625
655,0.00286549830834
656,0.0407614218643
657,0.00115517359697
658,0.0216092119256
659,0.00482710597579
660,0.0116645697794
661,0.000693710094636
662,0.00131743843317
663,0.316957314448
664,0.0025054937194
665,0.0490019978112
666,0.0105786198975
667,0.278715583142
668,0.329989208726
669,0.0151655854119
670,0.0229910762648
671,0.00168126201286
672,0.000645591781315
673,0.284447897526
674,0.120575456217
675,0.000308831266176
676,0.000807539719861
677,0.0230579502743
678,0.172587138612
679,0.00515127348494
680,0.241404543641
681,0.279990535959
682,0.000845919169361
683,0.0844735906433
684,0.0447553539556
685,0.02128241481
686,0.0451894526029
687,0.000859603627507
688,0.000431867553817
689,0.0147572085318
690,0.0107306409686
691,0.000965078091261
692,0.595081057319
693,0.00511509745518
694,0.00107965886492
695,0.285616868656
696,0.00426215722236
697,0.154780876694
698,0.0115252912577
699,0.215900535796
700,0.00439071294077
701,0.00315468709392
702,0.0295570620781
703,0.063387334664
704,0.902480357227
705,0.00201210207173
706,0.733699747693
707,0.0250990806254
708,0.174250518386
709,0.00105790524409
710,0.0025833174196
711,0.0924184715005
712,0.111942520274
713,0.0147444787777
714,0.0804833501993
715,0.523826938593
716,0.00152659020236
717,0.00573585689155
718,0.024262785611
719,0.0303752973366
720,0.0302526931179
721,0.0602124527703
